artist_name,birthday,country,startyear
Logic,NA,NA,NA
Future,11/20/1983,NA,2003
Tyga,11/19/1989,United States,2004
Travis Scott,4/30/1991,NA,2008
Triple One,NA,United States,2016
French Montana,11/9/1984,United States,2002
Lil Mosey,1/25/2002,United States,2016
Flipp Dinero,11/16/1995,NA,2016
Vic August,7/20/1987,United States,2008
Lil Pump,8/17/2000,NA,2015
A$AP Rocky,10/3/1988,NA,2007
Pardison Fontaine,12/29/1989,NA,2011
Young Thug,8/16/1991,NA,2010
SWIDT,NA,NA,NA
Nicki Minaj,12/8/1982,United States,2004
Lil Uzi Vert,7/31/1994,NA,2010
Drake,10/24/1986,NA,2001
Jaden Smith,7/8/1998,NA,2002
Kwame,3/28/1973,NA,1988
Jimilian,8/22/1994,NA,2006
J.I.D,10/31/1990,NA,2010
B Wise,NA,United States,NA
Juicy J,4/5/1975,NA,1987
Figuero Jones,NA,NA,NA
RAIZA BIZA,NA,NA,NA
Sophiegrophy,9/17/1986,NA,2009
José Luis Perales,1/18/1945,NA,1971
José José,2/17/1948,NA,1963
Lucho Gatica,8/11/1928,NA,NA
Javier Solís,9/1/1931,NA,1950
Luis Miguel,4/19/1970,NA,1981
Lupita D'Alessio,3/10/1954,Foreign,1971
Vikki Carr,7/19/1941,NA,1962
Raphael,NA,NA,NA
Camilo Sesto,9/16/1946,NA,1964
Joan Sebastian,4/8/1951,NA,1975
Sandro,8/19/1945,NA,1959
Pedro Infante,11/18/1917,NA,1939
Julio Jaramillo,10/1/1935,Foreign,1950
Los Panchos,NA,Foreign,1944
Eydie Gormé,NA,NA,NA
Paloma San Basilio,11/22/1950,NA,1970
Isabel Pantoja,8/2/1956,NA,NA
Pimpinela,NA,Foreign,1981
Alejandro Fernandez,4/24/1971,Foreign,1988
Trios de Mexico,NA,NA,NA
Leo Marini,NA,NA,NA
José Luis Rodríguez,1/14/1943,NA,1961
Vicente Fernández,2/17/1940,NA,1965
Natalie Cole,2/6/1950,Foreign,1956
Dyango,3/5/1940,NA,1965
Mocedades,NA,United States,1969
Omara Portuondo,10/29/1930,NA,1950
Armando Manzanero,12/7/1935,NA,1950
Emmanuel,4/16/1955,Foreign,1976
Isabel Parra,9/29/1939,Foreign,1959
Ibrahim Ferrer,2/20/1927,NA,1939
Compay Segundo,11/18/1907,NA,NA
Beny Moré,NA,NA,NA
Angus & Julia Stone,NA,NA,NA
Ed Sheeran,2/17/1991,NA,2004
Imagine Dragons,NA,United States,2008
Kina Grannis,8/4/1985,United States,2001
Imaginary Future,8/4/1985,United States,2001
Aaron Krause,NA,NA,NA
Twin Bandit,NA,NA,NA
Gardiner Sisters,NA,United States,2009
Julia Sheer,NA,NA,NA
Jasmine Thompson,11/8/2000,NA,2010
Ryan Montbleau,6/18/1977,NA,1999
Lotte Kestner,NA,United States,1997
I'm With Her,NA,United States,2014
Dua Lipa,8/22/1995,NA,2014
Nelly Furtado,12/2/1978,NA,1996
Overcoats,NA,NA,NA
Trampled by Turtles,NA,United States,2003
Bahamas,NA,NA,NA
Noah Guthrie,NA,NA,NA
The Staves,NA,Foreign,2009
Us The Duo,NA,United States,2011
MisterWives,NA,United States,2012
Boyce Avenue,NA,United States,2004
Iron & Wine,NA,NA,NA
First Aid Kit,NA,Foreign,2007
Rosie Carney,NA,NA,NA
The Civil Wars,NA,United States,2009
Daniela Andrade,8/15/1992,NA,2008
Lisa Mitchell,3/22/1990,United States,2006
Lucius,NA,Foreign,2005
Sarah Jarosz,5/23/1991,NA,2009
Colin & Caroline,NA,NA,NA
Branches,NA,NA,NA
Ysabelle Cuevas,NA,NA,NA
The Sweeplings,NA,NA,2014
Odina,NA,NA,NA
Joy Williams,11/14/1982,NA,2000
Eddie Berman,NA,NA,NA
Freedom Fry,NA,Foreign,2011
SOAK,5/2/1996,NA,2013
Anna Elizabeth Laube,NA,NA,NA
Madilyn Bailey,9/2/1992,NA,2008
Joseph & Maia,NA,NA,NA
Erato,NA,NA,NA
Zella Day,3/13/1995,NA,2009
James TW,10/27/1997,NA,2014
Fitz and The Tantrums,NA,United States,2008
X Ambassadors,NA,United States,2009
Lennon & Maisy,NA,NA,NA
Alex Cornell,3/6/1983,NA,NA
Run River North,NA,United States,2011
Jaclyn Davies,NA,NA,NA
Walk Off the Earth,NA,Foreign,2006
Anthem Lights,NA,United States,2007
Nicole Cross,NA,NA,NA
Landon Austin,NA,NA,NA
Canyon City,NA,NA,NA
James Vincent McMorrow,8/17/1981,Foreign,NA
Nashville Cast,NA,NA,NA
Obadiah Parker,NA,Foreign,2006
Xavier Dunn,NA,United States,NA
Emily Hackett,NA,NA,NA
Jess Delgado,8/26/1992,NA,NA
Kishi Bashi,11/4/1975,United States,NA
Josh Golden,NA,NA,NA
William Singe,7/2/1992,United States,2011
Joanna Wang,8/1/1988,NA,2008
Hearts & Colors,NA,NA,NA
William Fitzsimmons,NA,Foreign,2005
Savannah Outen,NA,NA,2007
alt-J,NA,Foreign,2007
Jack and White,NA,United States,2011
Taken By Trees,NA,Foreign,2006
Cam,NA,NA,NA
Lady Gaga,3/28/1986,NA,2001
The Lumineers,NA,United States,2005
Leon Bridges,7/13/1989,NA,2014
Sam Smith,5/19/1992,NA,2007
Hozier,3/17/1990,NA,2008
Vance Joy,12/1/1987,NA,2013
James Bay,9/4/1990,NA,2013
George Ogilvie,3/5/1931,NA,1945
Mako,12/10/1933,NA,1959
Bishop Briggs,7/18/1992,United States,2015
Lewis Capaldi,10/7/1996,NA,2013
Dermot Kennedy,12/13/1991,Foreign,2009
Ray LaMontagne,6/18/1973,NA,NA
Charlie Cunningham,NA,NA,2014
Dean Lewis,10/21/1987,United States,2016
Juke Ross,NA,NA,NA
JONES,NA,NA,NA
Peter Bradley Adams,NA,Foreign,2001
Barns Courtney,11/17/1990,NA,2015
Dan Auerbach,5/14/1979,NA,1999
Olivia O'Brien,11/26/1999,NA,2013
Ben Howard,4/24/1987,Foreign,2008
Joseph,NA,NA,NA
Dana Williams,NA,NA,2012
Hollow Coves,NA,NA,NA
Astrid S,10/29/1996,NA,2013
Skylar Grey,2/23/1986,NA,2004
Donovan Woods,NA,Foreign,2007
Au/Ra,5/15/2002,Foreign,NA
SYML,1/16/1983,United States,NA
Amy Shark,5/14/1986,NA,2007
Belle Mt,NA,NA,NA
Tash Sultana,6/15/1995,NA,2013
Sia,12/18/1975,NA,1990
Hailee Steinfeld,12/11/1996,NA,2007
Lewis Watson,10/19/1992,Foreign,2011
Lissie,11/21/1982,NA,2006
Billy Raffoul,NA,NA,NA
This Wild Life,NA,United States,2010
Julia Michaels,11/13/1993,United States,2010
Harry Styles,2/1/1994,Foreign,2010
John Smith,NA,NA,NA
Justin Nozuka,9/29/1988,NA,2006
Sabrina Claudio,9/19/1996,NA,2016
Matt Maeson,1/17/1993,Foreign,2016
Jamie Lawson,12/1/1975,Foreign,2000
Noah Kahan,1/1/1997,NA,2017
Declan J Donovan,NA,NA,NA
Shawn Mendes,8/8/1998,NA,2013
Lauv,8/8/1994,NA,2015
Jaws of Love.,NA,United States,2005
Kelvin Jones,2/10/1995,Foreign,2015
Nicole Zefanya,1/24/1999,NA,2012
John Adams,1735-10-30,NA,NA
Ben Stevenson,NA,NA,NA
Noah Cyrus,1/8/2000,NA,2003
Big Brutus,NA,NA,NA
CLOVES,NA,NA,NA
Halsey,9/29/1994,NA,2012
Corey Harper,NA,NA,NA
Sinead Harnett,10/12/1990,NA,2011
Niall Horan,9/13/1993,NA,2010
Emil Landman,NA,Foreign,2011
Hein Cooper,NA,United States,2013
Rihanna,2/20/1988,NA,2003
AHI,NA,NA,NA
Josh Ritter,10/21/1976,NA,1997
Marc Broussard,1/14/1982,United States,2004
Jillian Jacqueline,NA,NA,NA
Langhorne Slim,8/20/1980,NA,1999
Brett Dennen,10/28/1979,United States,2004
Fortunate Ones,NA,Foreign,2010
Gnarls Barkley,NA,United States,2003
MAGIC!,NA,NA,NA
Snow Patrol,NA,Foreign,1994
Benjamin Francis Leftwich,9/4/1989,Foreign,2006
Of Monsters and Men,NA,Foreign,2010
Edward Sharpe & The Magnetic Zeros,NA,NA,NA
Coldplay,NA,Foreign,1996
Florence + The Machine,NA,Foreign,2007
Augustana,NA,United States,2003
Howie Day,1/15/1981,United States,1998
Matt Nathanson,3/28/1973,United States,1993
Lifehouse,NA,Foreign,1995
James Blunt,2/22/1974,NA,NA
Damien Rice,12/7/1973,Foreign,1991
Jack Johnson,5/18/1975,NA,1992
I Prevail,NA,United States,2013
Amaranthe,NA,Foreign,2008
Within Temptation,NA,Foreign,1996
In This Moment,NA,United States,2005
Five Finger Death Punch,NA,United States,2005
Rise Of The Northstar,NA,Foreign,2008
Bring Me The Horizon,NA,Foreign,2004
Asking Alexandria,NA,Foreign,2006
Parkway Drive,NA,United States,2003
Emigrate,NA,United States,2005
Nonpoint,NA,United States,1997
Wilson,1856-12-28,NA,NA
Architects,NA,United States,2004
Volbeat,NA,Foreign,2001
Sylar,NA,NA,NA
Shining,NA,NA,NA
Hands Like Houses,NA,United States,2008
Nothing More,NA,United States,2003
Light The Torch,NA,United States,2012
Polaris,NA,NA,NA
Beartooth,NA,United States,2012
Bullet For My Valentine,NA,Foreign,1998
Pantera,NA,United States,1981
Sevendust,NA,United States,1994
Shinedown,NA,United States,2001
Ghost,NA,NA,NA
Escape the Fate,NA,United States,2004
Halestorm,NA,United States,1997
Of Mice & Men,NA,NA,NA
From Ashes to New,NA,United States,2013
Skindred,NA,Foreign,1998
Miss May I,NA,United States,2007
DED,NA,United States,2016
Soil,NA,NA,NA
HELLYEAH,NA,United States,2006
Underoath,NA,United States,1997
Pop Evil,NA,United States,2001
Fozzy,NA,United States,1999
"Our Hollow, Our Home",NA,NA,NA
Amon Amarth,NA,Foreign,1992
Gemini Syndrome,NA,United States,2010
Kobra And The Lotus,NA,Foreign,2009
Slipknot,NA,United States,1995
Hatebreed,NA,United States,1994
A Day To Remember,NA,United States,2003
Avenged Sevenfold,NA,United States,1999
Cold Kingdom,NA,United States,2009
In Flames,NA,Foreign,1990
WizKid,7/16/1990,NA,2001
Skepta,9/19/1982,NA,2000
Olamide,3/15/1989,NA,2010
Starboy,NA,NA,NA
DJ Spinall,NA,NA,2003
Mut4y,NA,Foreign,2009
Wale,9/21/1984,NA,2005
Vybz Kartel,1/7/1976,NA,1993
DJ Maphorisa,11/15/1987,NA,NA
Runtown,8/19/1989,United States,2010
L.A.X,NA,NA,NA
KCee,NA,NA,2013
R2Bees,NA,NA,NA
Maleek Berry,8/11/1987,NA,2007
Major Lazer,NA,Foreign,2008
Tipcee,11/8/1988,NA,2008
Stefflon Don,12/14/1991,NA,2015
Shekhinah,NA,NA,NA
Shirazee,NA,NA,NA
Naira Marley,5/10/1991,NA,2014
Mr Real,NA,Foreign,2012
Tekno,12/17/1990,NA,2012
Afro B,2/25/1993,NA,2013
DaVido,11/21/1992,NA,2010
Patoranking,5/27/1990,NA,2009
Jidenna,9/14/1985,NA,2015
GuiltyBeatz,1/17/1990,Foreign,2010
Professor,NA,NA,NA
Nasty C,2/11/1997,Foreign,2013
Babes Wodumo,3/26/1994,NA,2016
Mr Eazi,7/19/1991,Foreign,2012
Burna Boy,7/2/1991,NA,2011
Skales,4/1/1991,NA,2000
Singuila,NA,Foreign,1998
Kofi Kinaata,NA,NA,NA
Fuse ODG,12/2/1988,Foreign,2012
Jillionaire,4/3/1978,Foreign,1998
Da Beatfreakz,NA,NA,2000
DMW,NA,NA,NA
Kiss Daniel,NA,NA,2014
King Promise,NA,NA,2007
Sarz,3/17/1989,NA,2007
Mayorkun,3/23/1994,Foreign,2016
Kobi Jonz,NA,NA,NA
Fela Kuti,10/15/1938,NA,1958
Hardy Caprio,5/23/1996,NA,2010
B Young,1/12/1995,NA,2012
DJEFF,NA,NA,NA
DJ Buckz,11/15/1987,NA,NA
Pentatonix,NA,United States,NA
The Barden Bellas,NA,NA,NA
University of Rochester YellowJackets,NA,NA,NA
Straight No Chaser,NA,United States,1996
Kurt Hugo Schneider,9/7/1988,United States,2007
Twisted Measure,NA,NA,NA
Rebel Wilson,3/2/1980,NA,2002
Das Sound Machine,NA,NA,NA
Home Free,NA,United States,2000
Glee Cast,NA,NA,NA
Anna Kendrick,8/9/1985,NA,1998
Peter Hollens,3/4/1982,Foreign,NA
Street Corner Symphony,NA,United States,2010
The Treblemakers,NA,NA,NA
The Dartmouth Aires,NA,Foreign,1946
Tufts Beelzebubs,NA,United States,1962
Urban Method,NA,NA,NA
On The Rocks,NA,NA,NA
The Sing-Off Contestants,NA,NA,NA
Hullabahoos,NA,Foreign,1987
Pitch Slapped,NA,NA,NA
The Sockapellas,NA,NA,NA
The Whiffenpoofs,NA,NA,1909
Rockapella,NA,United States,1986
The Magnets,NA,NA,NA
KG,NA,NA,NA
Thundamentals,NA,United States,2008
Esoterik,NA,NA,NA
Baker Boy,10/31/1996,United States,2016
Hilltop Hoods,NA,United States,1991
DyspOra,NA,NA,2012
Savour the Rations,NA,NA,NA
Tasman Keith,NA,United States,2016
Dallas Woods,NA,NA,2018
Carmouflage Rose,NA,United States,NA
Seeka,NA,NA,NA
Daniel Elia,NA,NA,NA
iiiConic,NA,NA,2018
Lazy J,2/2/1987,Foreign,2008
Gamirez,2/29/1960,NA,NA
Drapht,9/4/1982,United States,1998
No Label Necessary,NA,NA,NA
Junor,NA,NA,NA
Deuxronin,NA,NA,NA
Ziggy Ramo,NA,United States,2016
Arno Faraji,NA,NA,NA
Midas.Gold,NA,NA,NA
richysand,NA,NA,NA
Vida Sunshyne,NA,United States,1995
Spit Syndicate,NA,United States,2005
NYNE,NA,NA,NA
Hvncoq,NA,NA,NA
Gibrillah,NA,NA,NA
Minimal Miggy,NA,Foreign,1996
Phil Fresh,11/27/1945,NA,1980
Xander Jame$,NA,NA,NA
Nooky,NA,NA,NA
Kid Pharaoh,NA,NA,NA
Vince the Kid,NA,Foreign,2007
50 Cent,7/6/1975,NA,1996
Amy Winehouse,9/14/1983,NA,1997
The Pussycat Dolls,NA,United States,2003
Katy Perry,10/25/1984,NA,2001
Blu Cantrell,3/16/1978,NA,1999
Jordin Sparks,12/22/1989,NA,2006
Timbaland,3/10/1972,NA,1990
Nelly,11/2/1974,United States,1993
Gwen Stefani,10/3/1969,United States,1986
Peter Bjorn and John,NA,Foreign,1999
Cascada,NA,Foreign,2004
MGMT,NA,United States,2002
Robyn,6/12/1979,NA,1989
Shaggy,10/22/1968,NA,NA
Dido,12/25/1971,NA,1995
Madonna,8/16/1958,United States,1979
The xx,NA,Foreign,2005
CeeLo Green,5/30/1975,NA,1994
David Guetta,11/7/1967,NA,1986
Sean Paul,1/9/1973,NA,1994
Vanessa Carlton,8/16/1980,NA,2001
Duffy,6/23/1984,NA,2004
Owl City,NA,United States,2007
Norah Jones,3/30/1979,United States,2000
The Corrs,NA,Foreign,1990
Modjo,NA,Foreign,1999
Eric Prydz,7/19/1976,Foreign,2001
Blue,NA,NA,NA
Craig David,5/5/1981,NA,1997
Chuck Berry,10/18/1926,NA,1953
Little Richard,12/5/1932,NA,1947
Buddy Holly,9/7/1936,NA,1952
Bill Haley & His Comets,NA,NA,NA
Danny & The Juniors,NA,NA,NA
Fats Domino,2/26/1928,NA,1942
Elvis Presley,1/8/1935,NA,NA
The Drifters,NA,United States,1953
Dion & The Belmonts,NA,NA,NA
Ritchie Valens,5/13/1941,NA,1957
Bobby Day,7/1/1930,NA,1950
Bobby Darin,5/14/1936,NA,1956
Del Shannon,12/30/1934,NA,1958
Paul Anka,7/30/1941,NA,1955
Jerry Lee Lewis,9/29/1935,NA,1949
Bobby Vee,4/30/1943,NA,1959
The Platters,NA,United States,1952
The Isley Brothers,NA,United States,1954
The Champs,NA,United States,1957
Connie Francis,12/12/1937,NA,1943
Neil Sedaka,3/13/1939,NA,1957
Frankie Lymon & The Teenagers,NA,NA,NA
The Del-Vikings,NA,United States,NA
The Skyliners,NA,United States,1958
Eddie Cochran,10/3/1938,NA,1952
The Clovers,NA,United States,1946
Jackie Wilson,6/9/1934,NA,1953
The Diamonds,NA,Foreign,1953
Tennessee Ernie Ford,2/13/1919,NA,1949
The Everly Brothers,NA,Foreign,1951
The Monotones,NA,United States,1955
Frank Sinatra,12/12/1915,NA,1935
Dean Martin,6/7/1917,NA,1932
The Regents,NA,NA,NA
Nina Simone,2/21/1933,NA,1954
The Spaniels,NA,United States,1952
LaVern Baker,11/11/1929,NA,1946
Johnny Kidd & The Pirates,12/23/1935,NA,1956
Ricky Nelson,5/8/1940,NA,1949
The Silhouettes,NA,NA,NA
Johnny Burnette,3/25/1934,NA,1952
Buster Brown,NA,NA,NA
Gene Vincent & His Blue Caps,2/11/1935,NA,NA
Joey Dee & The Starliters,NA,NA,NA
Lee Dorsey,12/24/1924,NA,NA
The Five Satins,NA,United States,1954
Buddy Knox,7/20/1933,NA,1956
Louis Prima,12/7/1910,NA,1929
Ronnie Hawkins,1/10/1935,NA,1956
Jim Reeves,8/20/1923,NA,1948
Patti Page,11/8/1927,NA,1946
The Temptations,NA,United States,1960
The Foundations,NA,Foreign,1966
The Monkees,NA,United States,1966
The Archies,NA,United States,1968
The Ronettes,NA,United States,1957
The Shirelles,NA,United States,1957
Ben E. King,9/28/1938,Foreign,1958
Nancy Sinatra,6/8/1940,NA,1961
The Righteous Brothers,NA,United States,1962
Frankie Valli & The Four Seasons,NA,NA,NA
Dusty Springfield,4/16/1939,NA,1958
The Supremes,NA,United States,1959
Jimmy Ruffin,5/7/1936,NA,1955
Fontella Bass,7/3/1940,NA,1961
The Tokens,NA,United States,1955
Scott McKenzie,1/10/1939,NA,1950
Frankie Valli,5/3/1934,NA,1953
The Contours,NA,United States,1959
Louis Armstrong,8/4/1901,NA,1919
The Marvelettes,NA,United States,1960
Bobby Hebb,7/26/1938,NA,1955
Procol Harum,NA,Foreign,1967
Sonny & Cher,2/16/1935,United States,1963
The Walker Brothers,NA,United States,1964
The Dixie Cups,NA,United States,1964
Harry Nilsson,6/15/1941,United States,1958
Love Affair,NA,NA,NA
B.J. Thomas,8/7/1942,United States,1966
Erma Franklin,3/13/1938,NA,1955
Peter Sarstedt,12/10/1941,Foreign,1967
The Box Tops,NA,United States,1967
Bee Gees,NA,NA,1958
The Hollies,NA,Foreign,1962
Dionne Warwick,12/12/1940,NA,1955
Diana Ross & The Supremes,NA,NA,NA
The Delfonics,NA,United States,1965
Bobby Vinton,4/16/1935,NA,1959
Boney M.,NA,Foreign,1974
Norman Greenbaum,11/20/1942,NA,1965
Patti LaBelle,5/24/1944,NA,1960
ABBA,NA,Foreign,1972
Carl Douglas,5/10/1942,Foreign,1961
CHIC,NA,United States,1972
Chaka Khan,3/23/1953,NA,1970
The Bellamy Brothers,NA,United States,1968
Donna Summer,12/31/1948,NA,1968
Albert Hammond,5/18/1944,Foreign,1960
Redbone,NA,United States,1969
Village People,NA,Foreign,1977
Yvonne Elliman,12/29/1951,NA,1969
Leo Sayer,5/21/1948,NA,1973
Barry White,9/12/1944,NA,1959
10cc,NA,Foreign,1972
The Brothers Johnson,NA,United States,1975
Michael Sembello,4/17/1954,NA,1975
Culture Club,NA,Foreign,1981
U.S.A. For Africa,NA,NA,NA
Katrina & The Waves,NA,NA,NA
Crowded House,NA,United States,1985
Huey Lewis & The News,7/5/1950,NA,1967
Kim Carnes,7/20/1945,NA,1962
Belinda Carlisle,8/17/1958,NA,1977
Erasure,NA,Foreign,1985
Philip Bailey,5/8/1951,NA,1970
Alannah Myles,12/25/1958,NA,1977
Alphaville,NA,Foreign,1982
KC & The Sunshine Band,NA,NA,NA
UB40,NA,Foreign,1978
Laura Branigan,7/3/1952,NA,1972
Tina Turner,11/26/1939,NA,1957
The Human League,NA,Foreign,1977
Fine Young Cannibals,NA,Foreign,1984
The Weather Girls,NA,United States,1976
Madness,NA,Foreign,1976
Mr. Mister,NA,Foreign,1982
Lou Bega,4/13/1975,NA,1988
Ace of Base,NA,Foreign,1990
Backstreet Boys,NA,United States,1993
Björk,11/21/1965,NA,1975
Charles & Eddie,11/14/1948,NA,1971
Mariah Carey,3/27/1969,NA,1989
Savage Garden,NA,United States,1994
Salt-N-Pepa,NA,United States,1985
Fatboy Slim,7/31/1963,NA,1979
Eiffel 65,NA,Foreign,1998
Vengaboys,NA,Foreign,1997
Spice Girls,NA,Foreign,1994
Big Mountain,NA,United States,1988
Hanson,NA,United States,1992
SNAP!,NA,NA,NA
Haddaway,1/9/1965,Foreign,1987
Technotronic,NA,Foreign,1988
Sophie B. Hawkins,11/1/1964,NA,1990
Montell Jordan,12/3/1968,NA,1991
Vanilla Ice,10/31/1967,United States,1985
Culture Beat,NA,Foreign,1989
Ini Kamoze,10/9/1957,NA,1981
Crazy Town,NA,United States,1995
Deee-Lite,NA,United States,1987
Right Said Fred,NA,Foreign,1989
Janet Jackson,5/16/1966,NA,1973
Alice DJ,NA,Foreign,1999
Cher,5/20/1946,NA,1963
Maxi Priest,6/10/1961,NA,1984
Shania Twain,8/28/1965,Foreign,1983
Corona,NA,NA,NA
Bryson Tiller,1/2/1993,NA,2011
Khalid,2/11/1998,United States,2016
Post Malone,7/4/1995,United States,2013
The Weeknd,2/16/1990,NA,2010
Bruno Major,7/15/1988,NA,2014
Chance the Rapper,4/16/1993,NA,2011
Kehlani,4/24/1995,NA,2009
Daniel Caesar,4/5/1995,NA,2014
Kendrick Lamar,6/17/1987,NA,2004
PARTYNEXTDOOR,7/3/1993,NA,2006
Childish Gambino,9/25/1983,United States,2005
Russ,9/26/1992,United States,2007
6LACK,6/24/1992,United States,2011
SZA,11/8/1990,United States,2012
Jeremih,7/17/1987,NA,2008
Brent Faiyaz,9/20/1995,NA,2013
Frank Ocean,10/28/1987,United States,2005
Always Never,NA,NA,NA
H.E.R.,6/27/1997,NA,2007
Lund,NA,NA,NA
Rex Orange County,5/4/1998,Foreign,2015
Roy Woods,4/18/1996,NA,2014
Marc E. Bassy,4/9/1987,Foreign,2007
G-Eazy,5/24/1989,NA,2008
Mac Ayres,12/6/1996,NA,2016
Jhene Aiko,3/16/1988,NA,2001
Blackbear,11/27/1990,United States,2008
SiR,NA,NA,NA
R.LUM.R,1/18/1990,United States,2013
Snakehips,NA,Foreign,2012
Sonder,NA,NA,NA
Ella Mai,11/3/1994,United States,2014
dvsn,NA,Foreign,2015
Kevin Garrett,3/25/1991,United States,2014
Vampire Weekend,NA,United States,2006
Klaxons,NA,Foreign,2005
M.I.A.,7/18/1975,NA,2000
Justice,NA,NA,NA
Gossip,NA,NA,NA
Yeah Yeah Yeahs,NA,United States,2000
Phoenix,NA,NA,NA
Bloc Party,NA,Foreign,1999
The Cribs,NA,Foreign,2001
The Libertines,NA,Foreign,1997
Bombay Bicycle Club,NA,Foreign,2005
Grizzly Bear,NA,NA,NA
Spiritualized,NA,Foreign,1990
The Dandy Warhols,NA,United States,1994
Modest Mouse,NA,United States,1992
Black Kids,NA,Foreign,2006
Cold War Kids,NA,Foreign,2004
Doves,NA,NA,1998
Hot Chip,NA,Foreign,2000
Maximo Park,NA,Foreign,2001
Arcade Fire,NA,Foreign,2001
Friendly Fires,NA,Foreign,2006
Foals,NA,Foreign,2005
Bon Iver,NA,United States,2006
The Knife,NA,Foreign,1999
Passion Pit,NA,United States,2007
The Kills,NA,NA,2001
The Postal Service,NA,United States,2001
Sigur Rós,NA,Foreign,1994
Interpol,NA,NA,NA
The Go! Team,NA,United States,2000
PJ Harvey,10/9/1969,NA,1988
The Concretes,NA,Foreign,1995
The Shins,NA,United States,1996
Fleet Foxes,NA,United States,2006
Röyksopp,NA,Foreign,1998
TV On The Radio,NA,United States,2001
Bat For Lashes,10/25/1979,NA,2006
CSS,NA,NA,NA
Spoon,NA,NA,NA
The Walkmen,NA,United States,2000
Elliott Smith,8/6/1969,NA,1991
The Bees,NA,Foreign,2001
LCD Soundsystem,NA,United States,2002
Goldfrapp,NA,Foreign,1999
Super Furry Animals,NA,Foreign,1993
The Horrors,NA,Foreign,2005
The Long Blondes,NA,Foreign,2003
The National,NA,Foreign,1999
Laura Marling,2/1/1990,NA,2006
Cat Power,1/21/1972,NA,1992
Camera Obscura,NA,NA,NA
Regina Spektor,2/18/1980,NA,1997
Animal Collective,NA,United States,2003
Hercules & Love Affair,NA,NA,NA
The Rapture,NA,NA,NA
Lambchop,NA,NA,NA
Death From Above 1979,NA,Foreign,2001
Holy Fuck,NA,Foreign,2004
The Pipettes,NA,Foreign,2003
M83,NA,Foreign,1999
Elbow,NA,NA,NA
Clap Your Hands Say Yeah,NA,United States,2004
Antony and the Johnsons,NA,United States,1995
Deerhunter,NA,United States,2001
Grace Jones,5/19/1948,NA,1973
The Fiery Furnaces,NA,United States,2000
Battles,NA,NA,NA
The War On Drugs,NA,NA,NA
